,text,sentiment
15405,need mommy http plurk com p x r,neutral
15406,like hear unabashedly cool make cool byw logic,neutral
15407,woman follow,neutral
15408,pack desk,neutral
15409,nj native thank u,positive
15410,sweet usb charles marie site buy http tinyurl com csdhw,positive
15411,gah macbook pro get frickin hot sit table nothing,negative
15412,days away evict,neutral
15413,cover whole purse look like pattern,neutral
15414,ment c u tonyt frend l n wen get ther wernt letin priority ticket def aplyin agen tho,neutral
15415,spend qt hubby,positive
15416,fever awesome tonsils swell even eat solid food still location picture rule though,neutral
15417,wish warp tour come london canada,neutral
15418,shrink favourite cardigan hubby say buy new one practically live go shall say word,negative
15419,darn cold keep get worse buy hayfever pills try maybe along,negative
15420,game,neutral
15421,hello im good thank tottaly tire work lot today tottaly shatter u,neutral
15422,really want go gig tonight,positive
15423,happy mama day mother,positive
15424,mention spend time two bffs totally worth,positive
15425,cute pretty,positive
15426,see may,neutral
15427,oh dear boyle stay,neutral
15428,send ringtones iphones idk regular ringtones,neutral
15429,morning twitties head college back docs god hungry streching ears today mm payday love,positive
15430,sleep bed tonight home,neutral
15431,houstatlantavegas sooner later nov th night successful last hours heavennn,positive
15432,look forward u ever write things misanthrope must peace w humanity well,positive
15433,work,neutral
15434,rural thailand consider posh,neutral
15435,feel pain man people say really good money waste ps,neutral
15436,really full feel sick,negative
15437,happy mother day ms pat carey,positive
15438,get home another wonderful night,positive
15439,celebrate fact norwich city get relegate yesterday seem like awfully nice mr fry football rival,negative
15440,need water paper towel coke store feel sick go get,negative
15441,bean toast breakie gotta clean room study final cisco exam watch lose wait,neutral
15442,accidently drop screen mess,negative
15443,wonder ankle ever stop hurt,negative
15444,work today,neutral
15445,sigh,negative
15446,go school reviens h,neutral
15447,ah good idea library seem work thats obviously,positive
15448,hehee yea suppose sound mean hahhaa,negative
15449,correction facetious sarcastic apologies oh happy mother day,neutral
15450,dashboard modest mouse first modest mouse blip oyay bad http blip fm z,positive
15451,tell truth know skills,positive
15452,back later today get plenty gold help need anything,neutral
15453,besides u come visit ill room u,neutral
15454,yeah check pretty nice site,positive
15455,tell everyone food worst one understand horror,negative
15456,beautiful lil cousin go prom today sad know shes gonna look beautiful always,neutral
15457,omg famous amanda woman person thingy hug around,positive
15458,go hour journey home,neutral
15459,gonna get try catch z high school tomorrow really suck wish http tinyurl com lk ag,negative
15460,ladies,neutral
15461,shop till drop david haha enjoy day,positive
15462,club wish could last night sound like rock wait see pix vids,positive
15463,dinner fam,positive
15464,stumble fall move,neutral
15465,sit traffic car get rain wash sunday weather know california,negative
15466,saddest right lose mobile phone earphones waz feel little incomplete feel,negative
15467,omg many finals study freak im gona fail,negative
15468,obviously havent see mrs first thing morning,neutral
15469,sucky miss,negative
15470,cant sleep age,neutral
15471,tryin figure lol,neutral
15472,select people today list pick make laugh,neutral
15473,look like nap wait still wait poor guy,neutral
15474,happy mama day ladies good day,positive
15475,last time drama room,neutral
15476,house bind acute mumps bad time whole day ov supernatural think x,negative
15477,anything brian,neutral
15478,go lunch today still need hit atm,neutral
15479,ill check,neutral
15480,say morning http plurk com p x ap,neutral
15481,hi find indeed pigment imagination,neutral
15482,yeah really feel either course like movie line wish get animate,negative
15483,close try yummy,positive
15484,catch teevee show,neutral
15485,watch goode family premiere online think may last episode watch pretty amazingly mediocre pass,positive
15486,know would successful start would great come years good luck,positive
15487,hope record pit game find didnt record lucky leaf woulda lose,negative
15488,wockeez wish go us,neutral
15489,wait till friday pick visa china expedite would hop geeksonaplane,neutral
15490,tell,neutral
15491,bad day history test tommorrow want go sun play,negative
15492,yup work away hard busy busy busy,negative
15493,fun afternoon try though bbq though feel bite sick,neutral
15494,heey awsome god bless,positive
15495,wow coffee hand already outside peaceful sunday mornings,positive
15496,justin timberlake snl awesome dude become regular,positive
15497,hey chick go ja pick hot guy eat jerk pork festival well already hot guy,neutral
15498,miss mom may angels lead,negative
15499,apartment empty day sad last week,negative
15500,others job like available sound like great experience direct message know others,positive
15501,one become bigger pain,negative
15502,hayles u serious touch ohmygod u lol aaaaawwwwwww u tell,negative
15503,come leave gretel alone like logies,positive
15504,well someone tell two weeks go next week friend school time p,neutral
15505,pickle lol thank much hope great day,positive
15506,seem cool,positive
15507,horrible toothache wink sleep,negative
15508,change profile settings,neutral
15509,call win,neutral
15510,little bite good news,positive
15511,alright cool see tomorrow thank,positive
15512,bore always much fun companion miss bff alreadyyyy,neutral
15513,last day exeter last session gym last breakfast last meet come,neutral
15514,twitter wont change anything twitter heck wrong,negative
15515,hmmm one restaurant one grocery sad dukbolgi,negative
15516,listen man cant move love connection gw dutch might art later,positive
15517,love pink care today shall tweet hardcore work jamie nice day everyoneeeee xxxxxxloser,positive
15518,show amaze cold hope give victoria card get dvds back ha,positive
15519,greenville one last time move md soon back eastern carolina,neutral
15520,portugal derbyshire least sun shin lawn look like percy thrower gardner residence weekend job,neutral
15521,facebook win load bore,negative
15522,watch new season eleven dvd,neutral
15523,cullen wish right,negative
15524,yeah way home,neutral
15525,go funeral today friend classmate die car wreck last friday,negative
15526,bubbletweet hat,negative
15527,hard go back work morning straight days disneyland tend,negative
15528,draw jayk handmade gift watch old menudo vids,neutral
15529,fantastic saturday,positive
15530,shower pm triple turn,neutral
15531,uh marry haha kid kind hot though know,positive
15532,travel world grow diet everything think still genoese grandma make pasta,neutral
15533,plus hurt see sum love fall someone else even kid im wellllllllllllll gutted,negative
15534,twitter sooo pretty cool,positive
15535,nothing let stay quiet together ps cry,neutral
15536,oof perhaps time start moronmonday shout meme,neutral
15537,rain denver course,neutral
15538,get door go work goin goin,neutral
15539,pretty sure sit wrong train go wrong way bah,negative
15540,yeeeeah much better think,positive
15541,nice long nap http plurk com p stvqp,positive
15542,get much work,neutral
15543,pingpong oh male strippers lmao,negative
15544,omg murdere accidently kill spider,neutral
15545,get new frens frm germany mexico n france havin dinner gather nite,neutral
15546,download movie st annual academy award pre show http tinyurl com cdue cool movie,positive
15547,exhaust sick face greenish,negative
15548,whincop complex much consider day like today monday brain back tomorrow,negative
15549,true win fantastic sequels wish introduce franklin richards character,positive
15550,ugh im tire hardly anything play niece im goin bed goodnight eveyone,neutral
15551,n sing n th c tr n tinh twitter tr l l th ng th ch sanh nh l quiz c c c ng ch,neutral
